Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Para Bank/Page_ParaBank  Welcome  Online Banking/input_button""))",Chrome 120.0.0.0,,,19-01-2024 22:19:31,19-01-2024 22:19:45,13.819s,PASSED
"click(findTestObject(""Object Repository/Para Bank/Page_ParaBank  Accounts Overview/a_Accounts Overview""))",Chrome 120.0.0.0,,,19-01-2024 22:19:45,19-01-2024 22:19:47,2.429s,PASSED
"click(findTestObject(""Object Repository/Para Bank/Page_ParaBank  Accounts Overview/b_5000.00""))",Chrome 120.0.0.0,,,19-01-2024 22:19:47,19-01-2024 22:20:19,31.935s,PASSED
,,,,,,,
Test Cases/Para Bank/Transfer Funds,Chrome 120.0.0.0,,,19-01-2024 22:21:15,19-01-2024 22:21:56,40.915s,PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,19-01-2024 22:21:15,19-01-2024 22:21:16,0.880s,PASSED
"navigateToUrl(""https://parabank.parasoft.com/parabank/index.htm"")",Chrome 120.0.0.0,,,19-01-2024 22:21:16,19-01-2024 22:21:45,28.737s,PASSED
"setText(findTestObject(""Object Repository/Para Bank/Page_ParaBank  Welcome  Online Banking/input_username""), ""asep"")",Chrome 120.0.0.0,,,19-01-2024 22:21:45,19-01-2024 22:21:45,0.699s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Para Bank/Page_ParaBank  Welcome  Online Banking/input_password""), ""amhbjqpz+W+cUhleMTuzlg=="")",Chrome 120.0.0.0,,,19-01-2024 22:21:45,19-01-2024 22:21:46,0.363s,PASSED
"click(findTestObject(""Object Repository/Para Bank/Page_ParaBank  Welcome  Online Banking/input_button""))",Chrome 120.0.0.0,,,19-01-2024 22:21:46,19-01-2024 22:21:50,4.429s,PASSED
"click(findTestObject(""Object Repository/Para Bank/Page_ParaBank  Accounts Overview/a_Transfer Funds""))",Chrome 120.0.0.0,,,19-01-2024 22:21:50,19-01-2024 22:21:52,2.036s,PASSED
"setText(findTestObject(""Object Repository/Para Bank/Page_ParaBank  Transfer Funds/input_input""), ""110"")",Chrome 120.0.0.0,,,19-01-2024 22:21:52,19-01-2024 22:21:53,1.196s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Para Bank/Page_ParaBank  Transfer Funds/select_3243632547""), ""32436"", true)",Chrome 120.0.0.0,,,19-01-2024 22:21:53,19-01-2024 22:21:54,1.012s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Para Bank/Page_ParaBank  Transfer Funds/select_3243632547""), ""32547"", true)",Chrome 120.0.0.0,,,19-01-2024 22:21:54,19-01-2024 22:21:56,1.072s,PASSED
"click(findTestObject(""Object Repository/Para Bank/Page_ParaBank  Transfer Funds/input_button""))",Chrome 120.0.0.0,,,19-01-2024 22:21:56,19-01-2024 22:21:56,0.475s,PASSED
